Keyword,Count,Ratio
๖ۣۜsờтộ¢,1,0.0000
mẩu,1,0.0000
jimin×haneul,1,0.0000
0325,1,0.0000
ngọc_lực,1,0.0000
yĩbèizi,1,0.0000
4117662173,1,0.0000
dòng,1,0.0000
v.y,1,0.0000
know,1,0.0000
yõu,1,0.0000
wũ,1,0.0000
sĩhuan,1,0.0000
lớ,1,0.0000
dzị,1,0.0000
pú,1,0.0000
nhuỷ,1,0.0000
wỏ,1,0.0000
míng,1,0.0000
bài,1,0.0000
quây,1,0.0000
180p,1,0.0000
rảo,1,0.0000
lí,1,0.0000
xịaaa,1,0.0000
mòooo,1,0.0000
hao_hao,1,0.0000
ká,1,0.0000
tiu,1,0.0000
bia,1,0.0000
dthww,1,0.0000
đôi_chút,1,0.0000
ngũ,1,0.0000
zẩu,1,0.0000
chin,1,0.0000
khoang,1,0.0000
yao,1,0.0000
tá,1,0.0000
thiện_cảm,1,0.0000
aye,1,0.0000
lục,1,0.0000
xì_dầu,1,0.0000
thoii,1,0.0000
đvay,1,0.0000
đáo,1,0.0000
người_nhà,1,0.0000
lac,1,0.0000
zhi,1,0.0000
mớ,1,0.0000
cà_na,1,0.0000
nha=,1,0.0000
wuây,1,0.0000
đôi_lúc,1,0.0000
tubuxi,1,0.0000
nicamma,1,0.0000
khớ,1,0.0000
chộ,1,0.0000
rượu,1,0.0000
dộ,1,0.0000
nảo,1,0.0000
cửa_sổ,1,0.0000
cửa_miệng,1,0.0000
cao_thế,1,0.0000
za,1,0.0000
kě,1,0.0000
nǎng,1,0.0000
quợ,1,0.0000
dzô,1,0.0000
nyt,1,0.0000
dui,1,0.0000
qi,1,0.0000
zao,1,0.0000
lê_khánh,1,0.0000
quèn,1,0.0000
tì,1,0.0000
chuan,1,0.0000
lạo,1,0.0000
xm,1,0.0000
phim_hoạt_hình,1,0.0000
dee,1,0.0000
lài,1,0.0000
nghiền,1,0.0000
phim_trung,1,0.0000
shén,1,0.0000
shé,1,0.0000
chìa,1,0.0000
kaiz,1,0.0000
war,1,0.0000
buông,1,0.0000
dổ,1,0.0000
fâng,1,0.0000
nhĩ,1,0.0000
hẩu,1,0.0000
thốt,1,0.0000
bk,1,0.0000
btyn,1,0.0000
1908,1,0.0000
tpt,1,0.0000
807,1,0.0000
uii,1,0.0000
12122002,1,0.0000
kieuduyen,1,0.0000
nghê,1,0.0000
casau,1,0.0000
tuiratladangiu,1,0.0000
zhehan,1,0.0000
quynhnga,1,0.0000
280503,1,0.0000
trình_độ,1,0.0000
agust.nt,1,0.0000
14072005,1,0.0000
1468,1,0.0000
thuhang,1,0.0000
121206,1,0.0000
thtrang,1,0.0000
jhm,1,0.0000
037,1,0.0000
2812,1,0.0000
anhyyy,1,0.0000
vuongthuhuong,1,0.0000
2622,1,0.0000
lengan,1,0.0000
linhchip,1,0.0000
màiiii,1,0.0000
imzalin,1,0.0000
1905,1,0.0000
fuxnzhj,1,0.0000
tmydangiu,1,0.0000
@quin.anhh,1,0.0000
daobao,1,0.0000
3305,1,0.0000
5418,1,0.0000
flee,1,0.0000
thichvaydo,1,0.0000
thung,1,0.0000
khuẩy,1,0.0000
căm,1,0.0000
qhn,1,0.0000
1502,1,0.0000
thaodayy,1,0.0000
1102,1,0.0000
02022007,1,0.0000
phuongquyen,1,0.0000
yahh,1,0.0000
26032002,1,0.0000
@m123456.ttm,1,0.0000
maihan,1,0.0000
019,1,0.0000
nguyenhongngoc,1,0.0000
ntnto,1,0.0000
o9,1,0.0000
@yeu.hoia.dy,1,0.0000
duyenduong,1,0.0000
91206,1,0.0000
knganz,1,0.0000
i01zn522l,1,0.0000
20122008,1,0.0000
kimoanh,1,0.0000
19052006,1,0.0000
dieulinh,1,0.0000
220,1,0.0000
thang,1,0.0000
gbaodthuong,1,0.0000
khavyneeeee,1,0.0000
lannnanhhhhhi,1,0.0000
thanhkhuong,1,0.0000
haphuongng,1,0.0000
calliope,1,0.0000
589,1,0.0000
donhi,1,0.0000
1231,1,0.0000
baylenmattrang,1,0.0000
beegg,1,0.0000
lắc,1,0.0000
︎không,1,0.0000
vui_lòng,1,0.0000
wé,1,0.0000
luôn️,1,0.0000
vđ,1,0.0000
s22,1,0.0000
ultra,1,0.0000
ngườu,1,0.0000
2706,1,0.0000
hoangduyen,1,0.0000
041195,1,0.0000
tanpham,1,0.0000
856,1,0.0000
cun,1,0.0000
1602,1,0.0000
kieuvyhaaa,1,0.0000
0208,1,0.0000
sp,1,0.0000
fs,1,0.0000
dẫn,1,0.0000
độc_thân,1,0.0000
sb=sadboiz,1,0.0000
ư=,1,0.0000
yyd,1,0.0000
ymtkds,1,0.0000
et,1,0.0000
piiiii,1,0.0000
black,1,0.0000
zswwszd,1,0.0000
bét,1,0.0000
vứi,1,0.0000
wichat,1,0.0000
weichat,1,0.0000
idke,1,0.0000
abcxyz,1,0.0000
badword,1,0.0000
yw,1,0.0000
w,1,0.0000
dw,1,0.0000
byng,1,0.0000
wzz,1,0.0000
luớt,1,0.0000
dd，dd=,1,0.0000
beautiful,1,0.0000
nsfw,1,0.0000
：e,1,0.0000
suga,1,0.0000
baekhyun,1,0.0000
mềnh,1,0.0000
bbq,1,0.0000
nghệ_sĩ,1,0.0000
qr,1,0.0000
hôg,1,0.0000
shabiii,1,0.0000
shiba,1,0.0000
chọc,1,0.0000
chị=,1,0.0000
shibai,1,0.0000
rom,1,0.0000
shuebien,1,0.0000
cljz,1,0.0000
mù,1,0.0000
vĩnh_viễn,1,0.0000
đơn_thân,1,0.0000
lctd,1,0.0000
wsm,1,0.0000
way,1,0.0000
bậy,1,0.0000
cnm,1,0.0000
supper,1,0.0000
boss,1,0.0000
độc_thoại,1,0.0000
code,1,0.0000
cddp,1,0.0000
rồng,1,0.0000
mnsd,1,0.0000
tốt_bụng,1,0.0000
pyq,1,0.0000
wx,1,0.0000
sóng,1,0.0000
biển,1,0.0000
aaaaa,1,0.0000
nsđd,1,0.0000
nghệ_sĩ_nhân_dân,1,0.0000
sabi,1,0.0000
nô,1,0.0000
thập_niên,1,0.0000
gen,1,0.0000
mẽo,1,0.0000
sui_bian,1,0.0000
alex,1,0.0000
26483,1,0.0000
pdpn,1,0.0000
ilove,1,0.0000
minhnhi,1,0.0000
18815,1,0.0000
annguyen,1,0.0000
9423,1,0.0000
@qwng.chainh,1,0.0000
@vi.dngg,1,0.0000
tuyendz,1,0.0000
môn_đồ,1,0.0000
keiie,1,0.0000
doiheu,1,0.0000
hothutruc,1,0.0000
31709,1,0.0000
hanazayy,1,0.0000
0712,1,0.0000
@9785.mtjj,1,0.0000
l.trzang,1,0.0000
1692008,1,0.0000
@thnn_.pepr,1,0.0000
soobin,1,0.0000
chipp,1,0.0000
khlingele,1,0.0000
kms,1,0.0000
dgnei,1,0.0000
phanh,1,0.0000
@pn._.tngan,1,0.0000
zouhang,1,0.0000
2252006,1,0.0000
xinh_xinh,1,0.0000
hoanganhlom,1,0.0000
th,1,0.0000
minhmilly,1,0.0000
bảo=,1,0.0000
dpnn,1,0.0000
jinarn,1,0.0000
tram.day,1,0.0000
jadendless,1,0.0000
vanchaule,1,0.0000
640,1,0.0000
apbd,1,0.0000
hoangtruong,1,0.0000
291205,1,0.0000
ngonvaodaytap,1,0.0000
jkm,1,0.0000
nguyễn_trà_my,1,0.0000
useriyob,1,0.0000
75,1,0.0000
jt0q,1,0.0000
cấy,1,0.0000
rứa,1,0.0000
kurozawa,1,0.0000
akatsu,1,0.0000
kngoc,1,0.0000
2906,1,0.0000
nttmai,1,0.0000
206,1,0.0000
hien,1,0.0000
yepthatit,1,0.0000
duyenduyen,1,0.0000
36,1,0.0000
nhinhiiiiiiiiiiiiiii,1,0.0000
bbicuaduyminhne,1,0.0000
tphngan,1,0.0000
16605,1,0.0000
@m.thutra,1,0.0000
luong,1,0.0000
vani,1,0.0000
221,1,0.0000
cauyellow,1,0.0000
buibinh,1,0.0000
mangolemon,1,0.0000
ũa,1,0.0000
cafesua,1,0.0000
á_à,1,0.0000
khanhvylai,1,0.0000
2709,1,0.0000
nhắn_tin,1,0.0000
ngàu=,1,0.0000
taizoi,1,0.0000
ninaaa,1,0.0000
12111,1,0.0000
bâyh,1,0.0000
congdanh,1,0.0000
296,1,0.0000
@d.hnyuq,1,0.0000
singleisthebestyehhh,1,0.0000
thu_nhận,1,0.0000
kiến_thức,1,0.0000
huyn,1,0.0000
225,1,0.0000
1512,1,0.0000
arigatou,1,0.0000
hamy,1,0.0000
11262,1,0.0000
zhīdào,1,0.0000
102,1,0.0000
tm,1,0.0000
tottoro,1,0.0000
png,1,0.0000
136,1,0.0000
nzyjbdwl,1,0.0000
https://www.facebook.com/profile.php?id=100075222061195,1,0.0000
bvs,1,0.0000
bdsm,1,0.0000
dddd,1,0.0000
gialinh,1,0.0000
1620,1,0.0000
bì,1,0.0000
b@n,1,0.0000
mjb,1,0.0000
dĩ,1,0.0000
hhoangs,1,0.0000
khongais1,1,0.0000
trl,1,0.0000
con_mẹ,1,0.0000
gào,1,0.0000
rú,1,0.0000
cp,1,0.0000
sb=somebody,1,0.0000
bcs,1,0.0000
uồi,1,0.0000
bảng_tuần_hoàn,1,0.0000
hoá_học,1,0.0000
233333,1,0.0000
ahahahaha,1,0.0000
cúp,1,0.0000
lồ,1,0.0000
bức,1,0.0000
sugarbaby,1,0.0000
béo,1,0.0000
súi,1,0.0000
bìan,1,0.0000
doạ,1,0.0000
chế.t,1,0.0000
혾홃ắ혾_홇à_홆홊_홂홄ò홉,1,0.0000
đâ홐,1,0.0000
suka,1,0.0000
bờlệch,1,0.0000
sõi,1,0.0000
chẹo,1,0.0000
：trâu,1,0.0000
chóp,1,0.0000
pót,1,0.0000
mốc_meo,1,0.0000
sạ,1,0.0000
lsb=,1,0.0000
dê,1,0.0000
nguyenanhthu,1,0.0000
754,1,0.0000
thuyen,1,0.0000
zs,1,0.0000
ngược,1,0.0000
kphung,1,0.0000
1404,1,0.0000
kukid,1,0.0000
k10,1,0.0000
câm_điếc,1,0.0000
nguyễn_nhi,1,0.0000
hướng,1,0.0000
nhoaa,1,0.0000
an_vũ,1,0.0000
thái_tử,1,0.0000
trồi,1,0.0000
thuở,1,0.0000
núi,1,0.0000
hạo_nhiên,1,0.0000
10/2,1,0.0000
4h,1,0.0000
sót,1,0.0000
lanyiingg,1,0.0000
utr,1,0.0000
aaaaaaaa,1,0.0000
meme,1,0.0000
makeup,1,0.0000
khâm_phục,1,0.0000
4n,1,0.0000
vong,1,0.0000
emmm,1,0.0000
ckkk,1,0.0000
...nghe,1,0.0000
răng_nanh,1,0.0000
t.nghị,1,0.0000
deng,1,0.0000
vest,1,0.0000
zữ,1,0.0000
ckkkkk,1,0.0000
thế_lực,1,0.0000
ultr,1,0.0000
tròi,1,0.0000
ltqloveu,1,0.0000
aiu,1,0.0000
lê_mai,1,0.0000
giaohuynh,1,0.0000
thuấn,1,0.0000
cheese,1,0.0000
jialingiuliying,1,0.0000
tahangcutenhatlau,1,0.0000
past,1,0.0000
boys,1,0.0000
12ng,1,0.0000
qatr,1,0.0000
quãi,1,0.0000
đạn,1,0.0000
changlee,1,0.0000
12109,1,0.0000
toiii,1,0.0000
cọng,1,0.0000
thật.ngày,1,0.0000
viếc,1,0.0000
lái️️️,1,0.0000
zhão,1,0.0000
dào,1,0.0000
ie,1,0.0000
a.c,1,0.0000
xem_ra,1,0.0000
_hoả,1,0.0000
độn,1,0.0000
hào_hoả,1,0.0000
thuật,1,0.0000
kiểm_ngư,1,0.0000
trảo,1,0.0000
qúa,1,0.0000
thận,1,0.0000
ứ,1,0.0000
điểm,1,0.0000
lôi_cuốn,1,0.0000
nỉ.tim,1,0.0000
đồ_vật,1,0.0000
tưong,1,0.0000
nấy,1,0.0000
sần,1,0.0000
nồ,1,0.0000
hoàng_mai,1,0.0000
kuaguo,1,0.0000
gongsi,1,0.0000
duô,1,0.0000
zhia,1,0.0000
cuốc,1,0.0000
huê_hồng,1,0.0000
hiwangluan,1,0.0000
trùi,1,0.0000
quốc_gia,1,0.0000
11.219,1,0.0000
dixin,1,0.0000
thuc,1,0.0000
tren,1,0.0000
câu.lam,1,0.0000
oán,1,0.0000
2781649455503,1,0.0000
05032,1,0.0000
lien,1,0.0000
61199,1,0.0000
tqk,1,0.0000
1412,1,0.0000
enling,1,0.0000
@in.bynn,1,0.0000
duyyynguyen,1,0.0000
thihue,1,0.0000
haiyentran,1,0.0000
nanglgxinh,1,0.0000
ptlinh,1,0.0000
hh,1,0.0000
lanh,1,0.0000
thanhe,1,0.0000
hit,1,0.0000
chát,1,0.0000
đcđ,1,0.0000
ghệ,1,0.0000
mlemmlem,1,0.0000
tranbinhquan,1,0.0000
foloww,1,0.0000
：làm,1,0.0000
hoàn_chỉnh,1,0.0000
cấu_trúc,1,0.0000
phụ_thuộc,1,0.0000
trước_sau,1,0.0000
p.tích,1,0.0000
livestream,1,0.0000
luận_văn,1,0.0000
thánh,1,0.0000
trưởng,1,0.0000
gồm,1,0.0000
xét,1,0.0000
stream,1,0.0000
vơi,1,0.0000
inb,1,0.0000
️cô,1,0.0000
tín,1,0.0000
tyak,1,0.0000
mẹo,1,0.0000
chuc,1,0.0000
tyuen,1,0.0000
check,1,0.0000
bx,1,0.0000
mỹ_nhân,1,0.0000
giáo.công,1,0.0000
gt,1,0.0000
6q,1,0.0000
tuổi_trẻ,1,0.0000
đâng,1,0.0000
dạycungx,1,0.0000
khó_ở,1,0.0000
nộp,1,0.0000
đàng,1,0.0000
toàn_phần,1,0.0000
1-1,1,0.0000
boya,1,0.0000
khỏi_phải_nói,1,0.0000
áp_lực,1,0.0000
dth,1,0.0000
francispham,1,0.0000
vantung,1,0.0000
020403,1,0.0000
pon,1,0.0000
nak,1,0.0000
tiệm,1,0.0000
thủ_công,1,0.0000
puta,1,0.0000
@ngcx.tuien,1,0.0000
linh1820,1,0.0000
mhhgiaao,1,0.0000
xukaxuka,1,0.0000
1911,1,0.0000
cphuakhaitrinhtieu,1,0.0000
fuongtruc,1,0.0000
kieudiem,1,0.0000
699,1,0.0000
2805208,1,0.0000
kchi,1,0.0000
phương_anh,1,0.0000
mín,1,0.0000
xàm,1,0.0000
cớk,1,0.0000
0811,1,0.0000
hau,1,0.0000
minhhoà,1,0.0000
anh_châu,1,0.0000
lethikimtruc,1,0.0000
thanhthoang,1,0.0000
181,1,0.0000
levanluan,1,0.0000
kimhuysandy,1,0.0000
phattamtuhanh,1,0.0000
69,1,0.0000
nttt,1,0.0000
829,1,0.0000
haidang,1,0.0000
3986,1,0.0000
@vuquyn.ahn,1,0.0000
bắp-ngọc,1,0.0000
oki,1,0.0000
uthnuong,1,0.0000
nguyentri,1,0.0000
0910,1,0.0000
08102003,1,0.0000
nguyenha,1,0.0000
lồng,1,0.0000
hót,1,0.0000
hòn,1,0.0000
họt,1,0.0000
tượng,1,0.0000
buu,1,0.0000
diep,1,0.0000
diem,1,0.0000
@tranthituyetdiemgmail.me,1,0.0000
kẻ,1,0.0000
lông_mày,1,0.0000
csm,1,0.0000
húa,1,0.0000
kg,1,0.0000
mua_bán,1,0.0000
nm,1,0.0000
nic,1,0.0000
pủ,1,0.0000
nại,1,0.0000
chiều,1,0.0000
@meito.study,1,0.0000
ned,1,0.0000
sara,1,0.0000
lê,1,0.0000
hải_đăng,1,0.0000
0801,1,0.0000
@swit.roll,1,0.0000
@_ynhi.qppy,1,0.0000
miiu,1,0.0000
hu@h,1,0.0000
ưnhưn,1,0.0000
xùu,1,0.0000
năng,1,0.0000
nguyễn_oanh,1,0.0000
tên_duy,1,0.0000
huông,1,0.0000
nìiii,1,0.0000
khánhlinh,1,0.0000
mẩy,1,0.0000
duyến,1,0.0000
lê_hoài,1,0.0000
liang,1,0.0000
tên_loan,1,0.0000
ỳ,1,0.0000
liệu,1,0.0000
hổng,1,0.0000
nẻ.quấn,1,0.0000
lãnh,1,0.0000
cheo,1,0.0000
kẽ,1,0.0000
suôi,1,0.0000
gun,1,0.0000
chuây,1,0.0000
nois,1,0.0000
cănnine,1,0.0000
chibai,1,0.0000
mạnh_cường,1,0.0000
gaumacvay,1,0.0000
39,1,0.0000
nguyễnhạnhi,1,0.0000
8721843227185,1,0.0000
minh6717,1,0.0000
oreodau,1,0.0000
baobeii,1,0.0000
nguyễn_xuân_sơn,1,0.0000
tthuw,1,0.0000
ղҽ̀k,1,0.0000
chù,1,0.0000
katto,1,0.0000
nakagawa,1,0.0000
em_gái,1,0.0000
1808,1,0.0000
lequyen,1,0.0000
hồnggg_hà,1,0.0000
lee,1,0.0000
@_giang,1,0.0000
móc_túi,1,0.0000
tức_giận,1,0.0000
tíu,1,0.0000
cả.toàn,1,0.0000
nẻ.kao,1,0.0000
samb,1,0.0000
choo,1,0.0000
mẫy,1,0.0000
mậu,1,0.0000
var,1,0.0000
biến,1,0.0000
xao,1,0.0000
uấn,1,0.0000
dẻo,1,0.0000
máy,1,0.0000
tuk,1,0.0000
nẻ=,1,0.0000
nin,1,0.0000
nia,1,0.0000
der,1,0.0000
lé,1,0.0000
đcm,1,0.0000
đmm,1,0.0000
chmm,1,0.0000
vừa_lòng,1,0.0000
truỳ,1,0.0000
zǒu,1,0.0000
kāi,1,0.0000
falling,1,0.0000
into,1,0.0000
zợ,1,0.0000
6/6,1,0.0000
luỵ,1,0.0000
âm_thanh,1,0.0000
mĩm,1,0.0000
kịch_bản,1,0.0000
học_đường,1,0.0000
để_tâm,1,0.0000
giời_ơi,1,0.0000
xemheeta,1,0.0000
coi_bộ,1,0.0000
bí_mật,1,0.0000
góc,1,0.0000
trường.ca,1,0.0000
học_sinh,1,0.0000
phân_chia,1,0.0000
load,1,0.0000
pit,1,0.0000
cười,1,0.0000
sạch,1,0.0000
hoài_luôn,1,0.0000
khongg,1,0.0000
tàiiii,1,0.0000
vote,1,0.0000
nó,1,0.0000
nói,1,0.0000
chứ,1,0.0000
5-6,1,0.0000
hoii,1,0.0000
đìu,1,0.0000
hayyyy,1,0.0000
82,1,0.0000
c2,1,0.0000
phên,1,0.0000
pim,1,0.0000
xem.đc,1,0.0000
lenh,1,0.0000
"1,2,4",1,0.0000
2/6,1,0.0000
zij,1,0.0000
kq,1,0.0000
t5,1,0.0000
vs4,1,0.0000
ời,1,0.0000
thuypha,1,0.0000
nhai,1,0.0000
huongem,1,0.0000
top1,1,0.0000
rainbow,1,0.0000
hagiang,1,0.0000
3004,1,0.0000
90101995,1,0.0000
uyen,1,0.0000
thizii,1,0.0000
đamg,1,0.0000
koi,1,0.0000
1507,1,0.0000
tieumatmat,1,0.0000
hueoc,1,0.0000
bichfuog,1,0.0000
08112001,1,0.0000
su8,1,0.0000
h.annnnnnn,1,0.0000
@fanguobao.cn.vn,1,0.0000
khanhbolao,1,0.0000
nanhnh,1,0.0000
shl,1,0.0000
t3,1,0.0000
hot,1,0.0000
chân_thực,1,0.0000
vietsup,1,0.0000
onlie,1,0.0000
thinking,1,0.0000
mèi,1,0.0000
thảo_nguyên,1,0.0000
súc,1,0.0000
monkey,1,0.0000
junior,1,0.0000
lứa,1,0.0000
xiaxia,1,0.0000
sayahedo,1,0.0000
arikator,1,0.0000
sadahedo,1,0.0000
là=nải,1,0.0000
pà,1,0.0000
bà_ba,1,0.0000
nhảm,1,0.0000
mẹ=mã,1,0.0000
anh_trai,1,0.0000
=dì,1,0.0000
gẽ,1,0.0000
túi,1,0.0000
achi,1,0.0000
mều,1,0.0000
mốc,1,0.0000
tankiet,1,0.0000
em.hỏi,1,0.0000
whatsappwhatsapp,1,0.0000
trình_tự,1,0.0000
chủ_ngữ,1,0.0000
vị_ngữ,1,0.0000
oca-chan,1,0.0000
bear,1,0.0000
yunny,1,0.0000
yếb,1,0.0000
gaming,1,0.0000
nhieu,1,0.0000
haikalzakaria,1,0.0000
ameerahaikal,1,0.0000
ayatullah,1,0.0000
qaseh,1,0.0000
haike,1,0.0000
05032000,1,0.0000
lg,1,0.0000
nguyent.thuhoan,1,0.0000
mrs,1,0.0000
keisha,1,0.0000
2649,1,0.0000
cách,1,0.0000
chiến,1,0.0000
tieng_trung,1,0.0000
mini,1,0.0000
website,1,0.0000
phf,1,0.0000
hút,1,0.0000
wây,1,0.0000
tảo,1,0.0000
cẩuuuu,1,0.0000
bồi_bàn,1,0.0000
shuō,1,0.0000
shénme？,1,0.0000
hoài_tang,1,0.0000
shup,1,0.0000
phàn,1,0.0000
shénme,1,0.0000
shénma,1,0.0000
hịu,1,0.0000
lẫy,1,0.0000
hiện_hình,1,0.0000
vủa,1,0.0000
thất,1,0.0000
jisoo,1,0.0000
hiểu_nôm_na,1,0.0000
luyện,1,0.0000
cổ,1,0.0000
cỡ,1,0.0000
tháng,1,0.0000
cuk,1,0.0000
khá,1,0.0000
chan,1,0.0000
shui,1,0.0000
té,1,0.0000
tàlo,1,0.0000
nịa,1,0.0000
biêu,1,0.0000
suẩy,1,0.0000
phum,1,0.0000
ngje,1,0.0000
dmm,1,0.0000
mẽ,1,0.0000
cko,1,0.0000
kết_hợp,1,0.0000
chumina,1,0.0000
ăn_đứt,1,0.0000
ốc,1,0.0000
sofl,1,0.0000
ahhh,1,0.0000
kkkkk,1,0.0000
rui,1,0.0000
lik,1,0.0000
ký,1,0.0000
sūa,1,0.0000
cám,1,0.0000
câu.cheo,1,0.0000
mings,1,0.0000
có.co,1,0.0000
nghĩa.cứu,1,0.0000
guơ,1,0.0000
ngữ_điệu,1,0.0000
ạ.không,1,0.0000
vu,1,0.0000
bân,1,0.0000
hậu_trường,1,0.0000
shấm,1,0.0000
thô,1,0.0000
ap,1,0.0000
shenme,1,0.0000
ni3,1,0.0000
zhao3,1,0.0000
andreitamang,1,0.0000
andreitamayo,1,0.0000
andreitanga,1,0.0000
andreitanikol,1,0.0000
andreitataru,1,0.0000
46,1,0.0000
=●người,1,0.0000
changchang,1,0.0000
060523,1,0.0000
30831719361,1,0.0000
hoài_vinh,1,0.0000
30455701537,1,0.0000
ciu,1,0.0000
vivi,1,0.0000
981120,1,0.0000
bùi_an,1,0.0000
700,1,0.0000
30072009,1,0.0000
1403,1,0.0000
usera,1,0.0000
svqdnb7,1,0.0000
uyensusi,1,0.0000
tranchieuanh,1,0.0000
1003,1,0.0000
kimmy,1,0.0000
bjjvgft,1,0.0000
im.mimi,1,0.0000
haaa,1,0.0000
mmmodou,1,0.0000
nguyenkimlhuong,1,0.0000
179138,1,0.0000
2148784049,1,0.0000
qua_lại,1,0.0000
ơiiii,1,0.0000
hanu,1,0.0000
toán,1,0.0000
giup,1,0.0000
phản_xạ,1,0.0000
nhah,1,0.0000
hợp_lí,1,0.0000
phả,1,0.0000
chiện,1,0.0000
sở_thích,1,0.0000
a_hỏi,1,0.0000
cin,1,0.0000
zàijien,1,0.0000
mót,1,0.0000
3000,1,0.0000
đàm_thoại,1,0.0000
choang,1,0.0000
nhthi,1,0.0000
197,1,0.0000
phiy,1,0.0000
zr,1,0.0000
1304,1,0.0000
933,1,0.0000
maichau,1,0.0000
0402,1,0.0000
leehuukieng,1,0.0000
1302,1,0.0000
sk00j3juy,1,0.0000
zzhoanghiepzz,1,0.0000
gau,1,0.0000
mixa,1,0.0000
nguyễn_bá_lộc,1,0.0000
spa,1,0.0000
by,1,0.0000
lộ_châu,1,0.0000
chias,1,0.0000
học_bổng,1,0.0000
thfi,1,0.0000
đuọce,1,0.0000
nǐhǎo,1,0.0000
clb,1,0.0000
ngôi,1,0.0000
giao_lưu,1,0.0000
02/12/2023,1,0.0000
đông_tây,1,0.0000
tận_tình,1,0.0000
xưng_hô,1,0.0000
pjair,1,0.0000
chỉn,1,0.0000
tich,1,0.0000
sem,1,0.0000
xây,1,0.0000
sifu,1,0.0000
zuò,1,0.0000
xây_dựng,1,0.0000
đặng_gia,1,0.0000
lê_quỳnh,1,0.0000
98,1,0.0000
2019,1,0.0000
hình_ảnh,1,0.0000
qilai,1,0.0000
trặn,1,0.0000
láy,1,0.0000
niàn,1,0.0000
dú,1,0.0000
hấy,1,0.0000
nờ,1,0.0000
s23,1,0.0000
uttra,1,0.0000
？zen,1,0.0000
shidao,1,0.0000
mì,1,0.0000
gói,1,0.0000
rửa,1,0.0000
ngăng,1,0.0000
tháo,1,0.0000
niềng,1,0.0000
sog,1,0.0000
zua,1,0.0000
helo,1,0.0000
xẩm,1,0.0000
châm,1,0.0000
wi,1,0.0000
sumi,1,0.0000
làm_chi,1,0.0000
zěn,1,0.0000
dũng,1,0.0000
kòii,1,0.0000
zuo,1,0.0000
zenmeyang,1,0.0000
zẩng,1,0.0000
zang,1,0.0000
zenmer,1,0.0000
chấn,1,0.0000
cây_cảnh,1,0.0000
yīnggāi,1,0.0000
lươn_lẹo,1,0.0000
iến,1,0.0000
hjhjhj,1,0.0000
zenme,1,0.0000
pan？,1,0.0000
dỏng,1,0.0000
gap,1,0.0000
dủng,1,0.0000
gật,1,0.0000
ua,1,0.0000
lợ,1,0.0000
dongle,1,0.0000
lơ_mơ,1,0.0000
ủa,1,0.0000
tỏng,1,0.0000
miễng,1,0.0000
đep,1,0.0000
，wo,1,0.0000
quoạ,1,0.0000
tủm,1,0.0000
tụng,1,0.0000
tùn,1,0.0000
12345,1,0.0000
abcd717,1,0.0000
làm_nũng,1,0.0000
bill,1,0.0000
aa,1,0.0000
42,1,0.0000
deangtien,1,0.0000
ngaann,1,0.0000
myhang,1,0.0000
2308,1,0.0000
xiaoying,1,0.0000
23022016,1,0.0000
sallyxtmt,1,0.0000
paopao,1,0.0000
qingling,1,0.0000
96,1,0.0000
peach,1,0.0000
ntqn,1,0.0000
2910,1,0.0000
hatakekimkim,1,0.0000
vân_vân,1,0.0000
hjsunne,1,0.0000
wanyu,1,0.0000
yuwan,1,0.0000
huahua,1,0.0000
bnh,1,0.0000
gia_bản,1,0.0000
bảo_bảo,1,0.0000
nhứ,1,0.0000
62kg,1,0.0000
xẻo,1,0.0000
cheng,1,0.0000
biết_điều,1,0.0000
mắng,1,0.0000
️lão,1,0.0000
đệm,1,0.0000
lớn_tuổi,1,0.0000
cấp_bậc,1,0.0000
phamtong,1,0.0000
2000,1,0.0000
bùi_thị_kiều,1,0.0000
dót,1,0.0000
bxg,1,0.0000
thuyền,1,0.0000
liên_tưởng,1,0.0000
tiêuhai,1,0.0000
nghét,1,0.0000
tấyyyyy,1,0.0000
huynhdang,1,0.0000
ngngtrinh,1,0.0000
uầy,1,0.0000
get,1,0.0000
ge...lao,1,0.0000
bobo,1,0.0000
lei,1,0.0000
may_mà,1,0.0000
nhót,1,0.0000
ruột,1,0.0000
đanv,1,0.0000
ổ,1,0.0000
hoàng_nguyễn,1,0.0000
xìe,1,0.0000
khinh_bỉ,1,0.0000
llnh,1,0.0000
trung_sỹ,1,0.0000
ty,1,0.0000
lực,1,0.0000
siêng,1,0.0000
siêng_năng,1,0.0000
chăm_chỉ,1,0.0000
bản_xứ,1,0.0000
căo,1,0.0000
c.ơ,1,0.0000
bơ_phờ,1,0.0000
=chuen,1,0.0000
quân=trend,1,0.0000
giơ,1,0.0000
chị￼,1,0.0000
oamh,1,0.0000
hhân,1,0.0000
điy,1,0.0000
có_ngọc,1,0.0000
qiqi,1,0.0000
uk,1,0.0000
thành_công,1,0.0000
phượng=phèn,1,0.0000
shư,1,0.0000
gùi,1,0.0000
hulu,1,0.0000
mến,1,0.0000
nhề,1,0.0000
quyền,1,0.0000
đéo,1,0.0000
ngic,1,0.0000
éo_le,1,0.0000
dễ_sợ,1,0.0000
ngĩa,1,0.0000
tên_thành,1,0.0000
gúp,1,0.0000
năn,1,0.0000
nỉ,1,0.0000
trại,1,0.0000
con_em,1,0.0000
nghia,1,0.0000
very,1,0.0000
nguyễn_?,1,0.0000
phường,1,0.0000
emlan,1,0.0000
nam=nán,1,0.0000
long=긴,1,0.0000
